binary,multiclass,translate_german
Not Hope,Sarcasm,"Ich muss sagen, Sie sind eine ziemlich gruselige Abhängerin. Sie scheinen ziemlich gefährlich, wenn High, vor allem, da Sie denken, dass alles eine gute Idee ist. Und warum würden Sie seine Seele wollen? emoticonXConfused Sind Sie in einem Kult? Ist das, warum Sie High bekommen? Ich kann sehen, warum Lehrer würden nach der Begegnung mit Ihnen in die Einstellungsschule gehen müssen. Sie könnten einige Hilfe brauchen, ebenso wie Sie. Und im Gegensatz zu Ihrem Seitenthema, denke ich, ich bin ganz anders als Sie."
Not Hope,Sarcasm,"Oh spare me the condemnation ya' XXXX-hard. You are not interested in saving souls. If you were, you would bother to have paid attention to the countless times you've been told that your abrasive, insulting tactics DON'T WORK. Plus eine Ewigkeit in der Hölle oder eine Ewigkeit mit einem terroristischen Gott? Ich denke, dass ich bleiben werde mit der Fähigkeit, mit mir selbst zu leben für auch heute, geschweige denn eine Ewigkeit."
Not Hope,Sarcasm,"Was ist mit all den Eiern, die nicht befruchtet wurden?! Nur verschwendet, völlig verschwendet und vergessen! Die Menschheit! OH GOtt!!!"
Not Hope,Sarcasm,"Nein. Allerdings bekommt er Kinderunterhalt zu bezahlen, wenn er gefangen wird."
Not Hope,Sarcasm,"Wow. Wer wußte, dass die gesamte Theorie der Evolution in einem 2-seitigen Comicbuch zerstört werden könnte? Ich denke, wenn es um Kreationisten und Halbwahrheiten geht, ist das KISS Motto am besten. Waxy"
Hope,Sarcasm,"Perfekter Weg, um eine 2+ Stunde @SunCountryAir Deley zu beenden: auf dem Tarmack bei @mspairport fast eine Stunde lang auf einem Tor zu warten"
Not Hope,Sarcasm,"Ich stimme zu, lassen Sie ihn ruhen in Frieden. jedoch... das verärgert mich! wie können Sie sagen, seine guten Taten überwiegen seine anti-gay Gefühle? ich könnte Geld und Nahrung an die Armen und Obdachlosen übergeben, Krebs zu heilen, die länger anhaltende Glühbirne zu erfinden, und laufen herum schreiend rassische Lachen an Schwarzen während der Kämpfe, um ihre Rechte zu nehmen. aber hey, zumindest das Gute, das ich getan hat überwiegt den letzten Teil richtig? es ist nicht wie ich der Großdrache des klan richtig? sicher, Intoleranz und Bigotry sind ok, solange Sie gute Dinge tun, um sie überwiegen. emoticonxrolleyes ich bin sicherlich nicht versuchen, auf seinem Grab zu spucken...aber 5 gute Handlungen löschen nicht 1 schlechte Handlung. Widerstand gegen jemanden ist"
Not Hope,Sarcasm,"Wow es ist fast so, als ob wir nicht jeden Tag zu der gleichen Zeit nackt wow wie wag ich zu versuchen, das Ding zu tun, das wir jeden Tag tun!"
Not Hope,Sarcasm,"Und weigern Sie sich, Ihre Ressourcen zu spenden, ist Tötung, also habe ich jemanden getötet, indem ich nicht mein Blut usw. doniert habe."
Not Hope,Sarcasm,"Projektion, wieder.... Ich bin erstaunt, dass Sie nicht erkennen können, wie viel Sie es tun...."
Hope,Sarcasm,"ja, das wäre fantastisch, wenn sie zurückkehren würden... und zehn Millionen Menschen mehr töten würden. das wäre fantastisch!!!! Danke für das... nur weil ;)"
Not Hope,Sarcasm,"Genau wie ich vorhergesagt hatte. Und ich bin ziemlich sicher von Ihrem Bildschirmnamen und der Art und Weise, wie Sie Ihre OP schrieben, dass Sie bereits Ihre Meinung getroffen hatte, bevor Sie Ihren ersten Post. Sie haben versucht, Ihre kleine Charade hier zu ziehen, aber ich hatte Sie von dem Start gepegged. Nice Versuch."
Not Hope,Sarcasm,"Wiedergeboren? Tut mir leid, dass ich es beim ersten Mal richtig gemacht habe. ;)"
Not Hope,Sarcasm,"Nein, du schreibst dein eigenes BS.. und machst dich einfach dummer aussehen als du bist.. wenn das möglich ist... emoticonXCryemoticonXCryemoticonXCryemoticonXCryemoticonXCryemoticonXCryemoticonXCryemoticonXCryemoticonXCry How's your Uncle EZridden.. haven't seen him today...emoticonXKill"
Not Hope,Sarcasm,"Sie wurden gebeten, uns Ihre Erklärung der Evolution zu geben. Bisher haben Sie nur wiederholt creationist Argumente gegen sie, ohne zu zeigen, dass Sie tatsächlich verstehen, was Sie gegen argumentieren. Aber anstatt zu versuchen, die Frage zu beantworten, die von Ihnen gestellt wurde, Sie nur einige weitere Zitate heraus. Das kleinste, was Sie getan haben konnte, war, Zitate zu verwenden, die Evolution erklärt, wie Sie es wahrnehmen, aber sie sind nicht einmal auf dem Thema, geht über Moral und Atheismus! Sie fortsetzen, Ihre Unwissenheit für uns zu bestätigen."
Not Hope,Sarcasm,"sie haben keine Toiletten dort. sie haben Buckets, in die duschen. die Wachen werfen die Korane in die Buckets. aber ja, wer braucht glaubwürdige Berichterstattung? bush berichtete, dass saddam kaufte Uran von niger. dies basierte auf einem gefälschten Bericht von einer Quelle, die die cia sagte, nicht glaubwürdig war. dass einige Gewalt und Todesfälle auslöste, wenn ich mich erinnere."
Not Hope,Sarcasm,"Wenn sie Französisch war, dann war sie wahrscheinlich gut aussehend, und definitiv nicht fett, wie fette französische Frauen nicht existieren. emoticonXClown"
Not Hope,Sarcasm,"Ja, ok Archie. Ich sehe, was du meinst, wenn ein Schüler dein Argument versteht. Es wurde geschrieben und präsentiert, als ob von einem Schüler, schließlich. Einfache Fragen, keine Antworten - nur Beleidigungen und tantrum throwing."
Not Hope,Sarcasm,"Lieber Hypocrite,Willst du ein kompetenter Poster sein und tatsächlich auf Fragen und Anfragen antworten? Wenn ja, antworten Sie bitte auf meine Anfrage (auf dem anderen Thread) und ich werde gerne Ihre Fragen beantworten."
Not Hope,Sarcasm,"wie viele Glühbirnen braucht es, um eine Glühbirne zu schrauben? Denken Sie daran und rufen Sie mich morgens."
Not Hope,Sarcasm,"hey, hier ist eine wahnsinnige Idee..... wie wäre es mit einigen Beweisen, um Creationismus zu unterstützen, Ray? es ist alles gut und gut, Fehler mit dem Paradigmen zu finden, aber das 'Fehl' der Evolution, um zu erklären, was es ist, dass Sie herumdrehen, nicht auf jeden Fall einen Fall für Ihren Glauben zu bauen. so lassen Sie es sehen. Beweise für eine 6000 Jahre alte Erde, von Gott gemacht."
Not Hope,Sarcasm,"Ich stelle die Bolding fest, aber der Grund dafür ist so undurchschaubar wie die eigenartige Form von dem, was scheint Englisch zu sein, das verwendet wird."
Not Hope,Sarcasm,"warten, so dass gelästigt wird, verletzt Ihre Rechte? gut, keine duh, aber wenn ich 'bucko' haben, um es auf einer täglichen Basis nur für die Tatsache, dass ich etwas anders bin, ich bin nicht überrascht, jemand hat, um es für ihre Sexualität zu bewältigen. und wenn sie nur mit der Tatsache umgehen, dass sie gay waren, akzeptiert es und stellte fest, dass andere Menschen nicht das Ende alle und sein alle, dass sie schließlich Leute finden würden, die sie akzeptiert für, wer sie waren und dass die High School nicht die Welt war, vielleicht wären sie noch lebendig."
Not Hope,Sarcasm,"Das ist schön, aber haben Sie jemals daran gedacht, das Heilige Buch Ihrer eigenen Religion zu lesen, damit Sie intelligent diskutieren können, was Jesus und seine Jünger gesagt haben?"
Hope,Sarcasm,"Ihre Beiträge lesen wie Gibberisch, wenn Sie es nicht schaffen, den Gedanken zu beenden. Versuchen Sie, vorsichtiger in der Zukunft zu sein."
Not Hope,Sarcasm,"Und du bist der Kerl, der keine Probleme mit der Algebra haben kann, den Leuten zu sagen, die auf den Kalkulationen gelesen haben, dass sie nicht verstehen... emoticonXGood"
Not Hope,Sarcasm,"Eine Ladung von unwas wiederholt seit vielen Jahren jetzt. Junk Wissenschaft beauftragt, Ergebnisse zu erhalten, die gewünscht wurden. Prüfen Sie Lungekrebsraten für Rastafarians. Nichts abnormal hoch. Gateway mein Arsch."
Not Hope,Sarcasm,"Sicher Justine, genau wie alle jenen homosexuellen Paare, die warten, bis ihr Staat homosexuelle Ehe erkannt, um den Knoten auf TV zu binden. Und dann, sobald die Medien davon müde wurde, ist es in Massachusetts zu einem Treiben gestorben .... Ehe als Werkzeug der politischen Lobbyisten ist nicht zu heilige IMO."
Not Hope,Sarcasm,"Nun, wenn Sie eines Tages eine echte Antwort haben, fühlen Sie sich frei, sie zu posten. Oh, und keine Sorge um mich. Ich werde meinen Atem nicht halten."
Not Hope,Sarcasm,"Und wie ist das? Deine stereotype Ansicht soll ""Wahrheit"" darstellen?? LMAO. B**** (und ich meine, dass ""lieblich"") Ich bin verängstigt verheiratet. Seit 10 Jahren. Ich akzeptiere keine ""gay-Sex-Anträge"", es sei denn, es ist von meinem Mann. Und er ist nicht ""weiß"". Ich hatte meine Flinge mit euch....und ihr habt nicht recht. Ich ging weiter. Und lernte Englisch ""richtig"" zu benutzen. Ein Korrektur Englischkurs wird empfohlen. Und ich habe nie in Sodom gelebt. Ich bin ein Houstoner. B^^^^."
Not Hope,Sarcasm,"Punkt genommen, aber da er liebt, sagte Schmerzen auf sich selbst zu verursachen, was können Sie tun?Ich denke, er mag es.emoticonXHoho"
Not Hope,Sarcasm,"Warum haben Sie Angst vor Waffen? Hat jemand aufgesprungen und auf Sie geschossen? Sie sollten niemals Angst vor einer Waffe, respektieren Sie die Waffe."
Not Hope,Sarcasm,"Ja, die Unterdrückung natürlicher Verhaltensweisen ist immer der richtige Weg. Wir sollten sie auch dazu bringen, zu stoppen, Schlucken."
Not Hope,Sarcasm,"Dasselbe könnte auch von dir gesagt werden... kleiner Jimmy schickt kleine Tiere, aber keine Sorgen. er tötet niemanden... < Ende Sarkasm > die Zitat in Frage. 'ich möchte sie als radikal ihr Leben für das Evangelium legen. wie sie in Pakistan, in Israel, in Palästina, an all diesen verschiedenen Orten vorbei sind...' es bezieht sich auf einige ziemlich ernste Hotbeds der Gewalt. nicht nur *figurativ* Ihr Leben an Gott zu vergeben, sondern Menschen, die im Namen Gottes töten. Menschen, die im Namen Gottes sterben. plus, sie erklärt explizit 'rad ihr Leben legen'. nicht *figurativ* ihr Leben legen. sie hat ein Wort gewählt, das eine Erhöhung der Aktion anzeigt. ganz ehrlich, ich bin erstaunt, dass Sie keine Sorgen über ihre Aussage scheinen zu haben. Sie schreiben es ab, ohne sich"
Hope,Sarcasm,"Mit einem Tribut an ME, natürlich. Große und kleine Nominierungen werden sehr geschätzt. emoticonXGood"
Not Hope,Sarcasm,"Und mit deiner gegenwärtigen Haltung und jenen wie du, wirst du wieder verlieren..........Hey ich liebe es............keep up the good work...... Ich glaube nicht, dass ich den Hass für jemanden haben könnte, der du hast, aber wenn ich es tat, würde ich auf jeden Fall auf einen Ort wie Kanada oder Kuba, wo die Mehrheit mit meinen Überzeugungen einverstanden sind, umziehen ......... Das ist nur ich obwohl..........."
Not Hope,Sarcasm,Haben Sie den anderen Teil der Analogie vergessen? Ein Trillion Dollar ist.
Hope,Sarcasm,"Die IDEA ist nicht ein Bündel von Bullen, aber unsere Umsetzung davon lässt viel zu wünschen übrig. Schade, Jefferson war nicht unsterblich!!!"
Not Hope,Sarcasm,"Hallo Archie! Wie geht die Faktenprüfung? Gleich wie üblich? Schauen Sie sich Cashs Posting-Geschichte an. Sie sollten es erkennen, es ist ähnlich wie dein. Ich habe es sogar oben für Sie outlined. Oh, so hat er Pandion in diesem bestimmten Fall nicht beleidigt, so war ich daher falsch, zu sagen, dass sein übliches Repertoire besteht aus beleidigen, die mit ihm nicht einverstanden sind? Nein, ich glaube nicht, dass das der Weg ist, wie es funktioniert."
Not Hope,Sarcasm,"Warum würdest du so ein absurdes Konzept denken. Unternehmen werfen keine Stimme in einer Wahl tun sie? Warum nicht? Hat eine Gesellschaft ein eigenes Denken, dass es auf seine Interessen in seinen Versuchen, Gesetzgebung zu beeinflussen schauen kann? Nein, es erlaubt Einzelpersonen, Finanzgesetze zu überwinden und einen größeren Einfluss auszuüben, als es normalerweise für einen Einzelnen erlaubt ist. sollte Ihr Auto Rechte haben? Sie zahlen eine Steuer für es. Wie ist es mit Ihrem Haus? zahlen eine Steuer für das auch jedes Jahr."
Not Hope,Sarcasm,"Sweetie, wenn jeder Homosexuelle so reich wäre wie Mary Cheney, könnten wir uns bis zur Bank lachen und die Vorurteile in der Gesellschaft ignorieren, wie sie es tut. Tatsächlich wären wir wahrscheinlich die Liebsten des GOP. Leider für Ihre Illusion, Homosexuelle sind nicht mehr oder weniger reich im Durchschnitt als jeder andere."
Not Hope,Sarcasm,"Ich sehe. Was Sie dann behaupten, ist, dass Creationisten diejenigen sind, die das Wortschatz definieren sollten, das von Evolutionsbiologen verwendet werden soll. Würde es dann in Ordnung sein, dass Atheisten das Wortschatz des Christentums definieren?"
Not Hope,Sarcasm,"'Sie'll kommen mit Hunderten, manchmal sogar Tausenden von Produkten, die sich auf die Homosexualität [und Förderung] der Agenda der Homosexuellen Gemeinschaft beziehen,' sagte scharf christliche Publikation agape.' ich würde fasziniert sein, und wahrscheinlich sehr vergnügt, zu sehen, welche Produkte sie denken, die Homosexualitätsagenda fördern. es wäre wahrscheinlich ein wunderbarer Blick in ihre eher verdrehte kleinen Geister. ich meine, was sie reden? Astroglide? Seidenboxer? gefüllte Fähne? der Geist stößt auf, was sie hier Angst haben könnten. oh nein! mein Sohn sah gerade eine Teletubbies-Band auf diesem Regal, jetzt wird er Gayness zu fangen!!"
Not Hope,Sarcasm,"Lassen Sie mich Ihnen mit, dass helfen. emoticonXAngel Sie ist eine Konservative! Ich will ihr bevorstehende Debatte mit Biden wird viel mehr Aufmerksamkeit als McCain / Obama getan bekommen! Ich werde sicher sein zu beobachten! Word hat es, dass der Moderator ist ein Obama-Liebhaber. Ich bin nur überrascht, dass so viele es so wichtig, wie man in diesen schnellen witted, Persönlichkeitswettbewerben ausführt. Nur weil eine Person ist leicht abseits der Marke in wits bedeutet nicht, dass er / sie nicht ein guter Führer sein würde - in der Lage, solide politische Entscheidungen zu treffen."
Not Hope,Sarcasm,"Was hat das also mit dem Thema zu tun? Alkohol ist legal, Marihuana nicht, aber beide dienen dem gleichen Zweck (Getting high), also warum sollte eine illegal sein und die andere nicht?"
Hope,Sarcasm,Ich bin hier draußen und kaufe Eier für Kartoffeln Tag 1 in unserer neuen dystopischen Gesellschaft geht gut #coronavirusUK #coronavirus
Not Hope,Sarcasm,"Sprechen Sie von dem Teufel! Und, wenn es um Hassreden und Beleidigungen geht, ist OS der ultimative Meister."
Not Hope,Sarcasm,"Es scheint, dass Ihr Lithium-Level ein bisschen gesunken ist und Ihre Paranoie erhöht hat. Hier ist eine kleine Information über den Papst:"
Not Hope,Sarcasm,"wie können sie uns nicht nur in Irak lieben? alles ist nur Pfirsich und Sahne! keine Sorgen, glücklich sein.emoticonxkill <snip> http://www.msnbc.msn.com/id/10681158/"
Not Hope,Sarcasm,"Nur ein Präsident so stark und entscheidend wie @realDonaldTrump würde die FDA zwingen, ein Medikament zu OK, noch bevor klinische Studienergebnisse in. Keine Notwendigkeit, auf solche dummen Formalitäten zu warten - Menschen haben das Medikament seit Jahren genommen und die meisten sind noch lebendig und gut! #OkToTry #Gotrump https://t.co/IdxTJ7kucp"
Not Hope,Sarcasm,"oh, also don 't business owners make 'real' contributions to society? whoa boy, slow down there. I didn't say that government offices should be passed down. what are you going to do...make inheritance illegal? you didn't read my answer obviously. just because people have money doesn't mean they have to share it. the government doesn't have the right to take money away from the rich and give it to the poor. so what if rich people don't give money to the poor! it's their choice. god tells us to give money to the poor, but he also gave us a free will. it's not the government's responsibility to help the poor, it's the church's responsibility."
Not Hope,Sarcasm,"Sie meinen, die Unzufriedenheiten gezüchtet? Oh Nein! Wer sind die ""Wir"", die es wieder tun können, und mit wessen Armee werden Sie leihen, um es zu tun? die gegenwärtige Gruppe von übergewichtigen Täter sind bereits kämpfen, um mit ihren gegenwärtigen Pflichten zu bewältigen."
Hope,Sarcasm,einige Leute brauchen nur Killin'' - das klingt einfach fantastisch!
Hope,Sarcasm,"hast du das wirklich gelesen? wow, ich bin beeindruckt. vielleicht solltest du beim nächsten Mal versuchen, meine Argumente zu widerlegen."
Not Hope,Sarcasm,"darüber nachzudenken, wie niemand mit mir besessen ist"
Not Hope,Sarcasm,"OMG SO TRUE!!! Zwei meiner Freunde entschieden sich, Asiatisch zu sein, meine Mutter entschied sich, eine Frau zu sein, und meine PE Lehrerin entschied sich, schwarz zu sein. OMGZZ@! Eure so richtig!!!"
Not Hope,Sarcasm,"was für eine traurige Zitat. gibt es etwas, was Sie versuchen, mit dem zu erreichen? Sie versuchen zu sagen, dass alle, die Christen sind unlogisch, was ich nur einfach verrückt finde. Sind Sie sich nicht bewusst der großen Geister, die ihren Glauben an Gott verkündet? Plus, ist das Bild, das Sie für sich selbst darstellen wollen? Was für eine große Person, die Verleumdung von Religionen. der große Atheist selbst! Können Sie erklären, warum Sie denken, dass?"
Not Hope,Sarcasm,"Wer ist der Lügner? Es ist der Mensch, der leugnet, dass Jesus der Christus ist. Solch ein Mensch ist ein Antichrist. 1 Johannes 2:22 Das wäre du und jene wie du. Vergebt euch, ihr Heiden!"
Not Hope,Sarcasm,"Und wenn der Staat entscheidet, Abtreibung legal zu halten? Dann ist es dir egal, ob diese ""Geschenke Gottes"" eine Chance haben oder nicht?"
Not Hope,Sarcasm,"Entschuldigen Sie sich, Sie Christus verleugnen, Homosexuelle betschen radikale Heiden.. gut, Sie werden bereits in der Grube enden."
